iter	MultiClass
317	0.04247035488
318	0.04244301639
319	0.04241873843
320	0.04233516099
321	0.04226288509
322	0.04223406014
323	0.04216332649
324	0.04208947438
325	0.04204621585
326	0.0419853738
327	0.04188894444
328	0.04181291301
329	0.04176276877
330	0.041672024
331	0.04158043795
332	0.04150778319
333	0.04146605948
334	0.04139059168
335	0.04133611844
336	0.04131470233
337	0.04125931699
338	0.04113471867
339	0.04106120757
340	0.04101331011
341	0.04096608771
342	0.04088853824
343	0.04087554732
344	0.04082111285
345	0.04077343304
346	0.04073876805
347	0.04067525777
348	0.04062531664
349	0.04058608847
350	0.04050043733
351	0.04041130444
352	0.04033467046
353	0.04026697942
354	0.04021648829
355	0.04019179401
356	0.04010934525
357	0.04004982314
358	0.04002543478
359	0.03998363989
360	0.0398946212
361	0.03985847794
362	0.03979956543
363	0.03975730369
364	0.03968450639
365	0.03966335468
366	0.03963277033
367	0.03956913488
368	0.03953071427
369	0.03947285506
370	0.03942822289
371	0.03934973689
372	0.03923046564
373	0.03920699576
374	0.03918194645
375	0.03916202239
376	0.03912031708
377	0.03908181567
378	0.03902980127
379	0.03897576907
380	0.03896452674
381	0.03889019676
382	0.03885556708
383	0.03881813383
384	0.03879275421
385	0.03875655997
386	0.03871323898
387	0.03867594364
388	0.03864463409
389	0.03859959795
390	0.03858388011
391	0.03854325768
392	0.03849957688
393	0.03842609594
394	0.0383755541
395	0.03833723488
396	0.03829171425
397	0.03820153531
398	0.03811858018
399	0.03808426471
400	0.03804957676
401	0.03800161343
402	0.03792770582
403	0.0378743869
404	0.03783861182
405	0.0377546792
406	0.03770413972
407	0.03765697263
408	0.03759911465
409	0.03750585983
410	0.03745836717
411	0.03740946548
412	0.03733842845
413	0.03729347519
414	0.03726097867
415	0.03718758762
416	0.03711531421
417	0.03706151548
418	0.03705057977
419	0.03704069143
420	0.03692039361
421	0.0368714567
422	0.03681865215
423	0.03677831613
424	0.03676533021
425	0.03669154428
426	0.03665934658
427	0.03663636938
428	0.03658010343
429	0.03654143842
430	0.03646664364
431	0.03641838171
432	0.03637552633
433	0.03632792003
434	0.03630759424
435	0.03629304916
436	0.03617309377
437	0.03612177055
438	0.03605349506
439	0.03599702914
440	0.03594526237
441	0.03589251645
442	0.03586233087
443	0.03583323531
444	0.03578898231
445	0.03575575563
446	0.03569304617
447	0.03564804003
448	0.03560472161
449	0.03558356861
450	0.03554057673
451	0.03550882454
452	0.0354889157
453	0.03544071472
454	0.03539785162
455	0.03533334982
456	0.03529179399
457	0.0352407076
458	0.03520541566
459	0.03517372661
460	0.03515984654
461	0.03508363261
462	0.03507404822
463	0.03503301244
464	0.03500322522
465	0.03495878175
466	0.03492852312
467	0.03488745521
468	0.03486038472
469	0.03481320448
470	0.0347799829
471	0.03469578966
472	0.03461467596
473	0.03454913748
474	0.03447907347
475	0.03445447547
476	0.03440522628
477	0.03438332563
478	0.03435004136
479	0.03431931893
480	0.03427015598
481	0.0342480837
482	0.03420159615
483	0.03417626051
484	0.03414133418
485	0.03410514395
486	0.03407074221
487	0.03405357759
488	0.03396673494
489	0.03392550321
490	0.03386096907
491	0.03379930132
492	0.03375056942
493	0.03369858481
494	0.03364661236
495	0.03358780424
496	0.03357180486
497	0.03352984992
498	0.03349739455
499	0.03347176226
500	0.03345514412
501	0.03343211552
502	0.03340206628
503	0.03337259995
504	0.03333714194
505	0.03332554655
506	0.03328743831
507	0.03324169293
508	0.03322745038
509	0.03321626355
510	0.0331519686
511	0.03311830136
512	0.03309784171
513	0.03308065412
514	0.03306977129
515	0.03303333825
516	0.03298077818
517	0.03293835069
518	0.03290292903
519	0.03286970465
520	0.03282228484
521	0.03277620411
522	0.03273666812
523	0.03270827428
524	0.03259196961
525	0.03253149373
526	0.03250770292
527	0.03247786497
528	0.03244320988
529	0.03241055713
530	0.03239235686
531	0.03235898946
532	0.0323337443
533	0.03228466816
534	0.0322296705
535	0.03217523534
536	0.03214694251
537	0.03213197454
538	0.03211632714
539	0.03210527605
540	0.03207625568
541	0.03206407896
542	0.03202606012
543	0.03200040392
544	0.03197984862
545	0.03194733752
546	0.03193831371
547	0.03189675883
548	0.03186882619
549	0.03184525175
550	0.03180678795
551	0.03176683916
552	0.03171501903
553	0.03165607057
554	0.03162417093
555	0.03160476174
556	0.03155222275
557	0.03151401436
558	0.03146169716
559	0.03143086311
560	0.0313897395
561	0.03135900064
562	0.03130077613
563	0.03126618963
564	0.03121407389
565	0.03116495597
566	0.03112200773
567	0.03109719867
568	0.03103510866
569	0.03097791185
570	0.0309553854
571	0.0309202998
572	0.0308961729
573	0.03087165658
574	0.03085287742
575	0.03081740506
576	0.03081030936
577	0.03078002415
578	0.0307577196
579	0.03069862531
580	0.0306675086
581	0.03061866272
582	0.03056850544
583	0.03054762876
584	0.03051818225
585	0.0305125785
586	0.03048580544
587	0.03045628578
588	0.03041431451
589	0.03038721032
590	0.03033605027
591	0.03030189958
592	0.03027590992
593	0.03023199074
594	0.03018347912
595	0.03013699446
596	0.0300670058
597	0.03003769987
598	0.02999874331
599	0.02996752024
600	0.02993908102
601	0.02985597093
602	0.02983380986
603	0.02980050983
604	0.0297819479
605	0.02976869248
606	0.02974569669
607	0.02970757133
608	0.02969309635
609	0.02967798742
610	0.02966030215
611	0.02960428489
612	0.02957040061
613	0.0295588471
614	0.02951255023
615	0.029491319
616	0.02946119614
617	0.02942476699
618	0.029413232
619	0.02937365207
620	0.02934302301
621	0.02933314303
622	0.02930831804
623	0.0292675136
624	0.02920894325
625	0.0291704996
626	0.02913245334
627	0.02905632025
628	0.02904461498
629	0.02901237847
630	0.02897582711
631	0.02893639981
632	0.02890059758
633	0.02886819657
634	0.02884597006
635	0.02882773991
636	0.02880466065
637	0.0287547366
638	0.02871617332
639	0.02864618113
640	0.02860740716
641	0.02856433634
642	0.02855429944
643	0.02850957042
644	0.02849611115
645	0.02846625853
646	0.028451796
647	0.02842370325
648	0.02839289244
649	0.02835224543
650	0.028327522
651	0.02830341175
652	0.02826650614
653	0.02823727274
654	0.02821161876
655	0.02820501372
656	0.02819592894
657	0.02817660368
658	0.02813991912
659	0.02812174429
660	0.02808088331
661	0.0280560575
662	0.02803458702
663	0.02800308262
664	0.02795610325
665	0.02791987324
666	0.02788510588
667	0.02785793071
668	0.0278171078
669	0.02778223936
670	0.02776154158
671	0.02775194707
672	0.02771793454
673	0.02769633627
674	0.02765352137
675	0.02763991631
676	0.02758696073
677	0.02752887068
678	0.02750598256
679	0.02746240046
680	0.02740191375
681	0.02738638818
682	0.02735843168
683	0.0273414287
684	0.02730660586
685	0.02725147822
686	0.02720296471
687	0.02716871276
688	0.02715464977
689	0.02712680255
690	0.02710963441
691	0.02709534308
692	0.02705870355
693	0.02703453216
694	0.02702057545
695	0.02700164775
696	0.02697568666
697	0.02695440883
698	0.02693900602
699	0.02691585844
700	0.02690280439
701	0.02687772339
702	0.02684033528
703	0.02682661609
704	0.02681427143
705	0.02679755022
706	0.02676071818
707	0.02673683783
708	0.02671386935
709	0.0266908944
710	0.0266759255
711	0.02660486151
712	0.02658520333
713	0.02655286678
714	0.02652833224
715	0.02648114923
716	0.02645324417
717	0.02643586138
718	0.02639257156
719	0.02636848575
720	0.02635315834
721	0.02633163616
722	0.02628943446
723	0.02625959598
724	0.02622392062
725	0.02621237803
726	0.0261782306
727	0.02614772575
728	0.02613406552
729	0.02607109345
730	0.02604254806
731	0.02601823842
732	0.02599397789
733	0.02596797576
734	0.02593984015
735	0.02592139621
736	0.02590705752
737	0.02589398958
738	0.02587774454
739	0.02585734589
740	0.02584288066
741	0.02581492522
742	0.02579748788
743	0.02577605472
744	0.02576941387
745	0.02575423233
746	0.02572190124
747	0.02570435023
748	0.02567632588
749	0.02566273904
750	0.02563658754
751	0.02562470075
752	0.02559749964
753	0.02558185896
754	0.02556032422
755	0.02553334251
756	0.02548484413
757	0.02547139443
758	0.02545663894
759	0.02543105673
760	0.02540795604
761	0.02538681204
762	0.02534207269
763	0.02532345467
764	0.02530514723
765	0.02526401468
766	0.02524534734
767	0.02522966972
768	0.02521102237
769	0.02518942765
770	0.02517637
771	0.02516271633
772	0.02514679669
773	0.02510439829
774	0.02507756162
775	0.02506336925
776	0.02503669876
777	0.02501639002
778	0.02498689803
779	0.02495772055
780	0.02491868863
781	0.02489232811
782	0.0248717666
783	0.0248605208
784	0.02483073573
785	0.02481320218
786	0.02478820019
787	0.02477588635
788	0.02474837437
789	0.02473859816
790	0.02471207041
791	0.02470024955
792	0.02465706161
793	0.02461672406
794	0.02457865143
795	0.02456552564
796	0.02452163932
797	0.02451768705
798	0.02450247244
799	0.02448362985
800	0.02447817914
801	0.02446261695
802	0.02444357762
803	0.02439898795
804	0.02437396139
805	0.02435488751
806	0.02432689425
807	0.02431432919
808	0.02427930233
809	0.0242569358
810	0.02423767447
811	0.02422434727
812	0.02421422004
813	0.02418387241
814	0.02414197364
815	0.02412718943
816	0.02412152685
817	0.02411397487
818	0.02408402487
819	0.02406534508
820	0.024049108
821	0.02402936836
822	0.02400622332
823	0.02398568185
824	0.02396261796
825	0.02392380599
826	0.02390327292
827	0.02387781676
828	0.02385874975
829	0.02383134686
830	0.02381335014
831	0.02379373416
832	0.02375160269
833	0.02372250111
834	0.0237125668
835	0.02369070741
836	0.02368567506
837	0.02366592643
838	0.02364891133
839	0.02363317996
840	0.0236106619
841	0.02358761104
842	0.02358120283
843	0.02356604908
844	0.02354436269
845	0.02353378789
846	0.02351654992
847	0.02350782524
848	0.02345566532
849	0.02344261939
850	0.0234247542
851	0.0234053059
852	0.02338850007
853	0.02336473693
854	0.02334700097
855	0.02330919825
856	0.02328753966
857	0.02326392431
858	0.02324626126
859	0.02322340919
860	0.02320418723
861	0.02318930203
862	0.02313250275
863	0.02311437832
864	0.02307582493
865	0.02305556634
866	0.02304753736
867	0.0230241553
868	0.02301350252
869	0.02299914254
870	0.0229837167
871	0.0229570884
872	0.02293420373
873	0.02291321998
874	0.02290391937
875	0.02287669792
876	0.0228642311
877	0.02284258987
878	0.02281999865
879	0.02280010901
880	0.02276948475
881	0.02274667955
882	0.02270737092
883	0.02268528425
884	0.02267253961
885	0.02265301563
886	0.0226287499
887	0.0225939103
888	0.02257977323
889	0.02256122247
890	0.02255011088
891	0.02252594434
892	0.02249697022
893	0.02248000067
894	0.0224595282
895	0.02243872771
896	0.02240786301
897	0.02238439398
898	0.02235970329
899	0.02234084298
900	0.02232725073
901	0.02231105848
902	0.02229627581
903	0.02228495421
904	0.02225900093
905	0.02224933279
906	0.02223380567
907	0.02220743797
908	0.02218528736
909	0.0221583023
910	0.02213503016
911	0.02212184181
912	0.02210929394
913	0.0221000535
914	0.02207972442
915	0.02206317264
916	0.02204687257
917	0.0220099542
918	0.02196967124
919	0.02195338868
920	0.02194417644
921	0.02192500408
922	0.0219117562
923	0.02187846222
924	0.02185231808
925	0.02182484712
926	0.02178319436
927	0.0217686792
928	0.02174139884
929	0.02173273581
930	0.02170486051
931	0.02167437449
932	0.02163072123
933	0.02161667861
934	0.02159896709
935	0.021583126
936	0.0215690916
937	0.02154883361
938	0.02154019371
939	0.02152760884
940	0.0215041455
941	0.02149333298
942	0.02147774402
943	0.0214656009
944	0.02145412727
945	0.02143630728
946	0.02141466012
947	0.02140161815
948	0.02137080858
949	0.02134295989
950	0.02133634425
951	0.02131294402
952	0.02128961671
953	0.02128469537
954	0.02127643295
955	0.02123705628
956	0.02119194145
957	0.02118713478
958	0.02117005129
959	0.0211656547
960	0.02114648357
961	0.02114299225
962	0.02111731784
963	0.02110269795
964	0.02107003157
965	0.0210609376
966	0.02104533767
967	0.0210382231
968	0.0210308206
969	0.02101253535
970	0.02098805079
971	0.02098017721
972	0.02096303918
973	0.02094940496
974	0.02092418787
975	0.02090224395
976	0.02087141637
977	0.02085806308
978	0.02084241399
979	0.02083277303
980	0.02081013283
981	0.02080442177
982	0.02079045434
983	0.02077600806
984	0.0207532769
985	0.02072818746
986	0.02071712326
987	0.02069919386
988	0.02068462194
989	0.02066398487
990	0.02064478404
991	0.02063257961
992	0.02062267781
993	0.02060601093
994	0.02058292069
995	0.02057545978
996	0.02055685101
997	0.02053794481
998	0.02050702611
999	0.02049241752
